Institute_name,Region_type,Institute_address,District,Pincode,Web_address,Email_address,Principal_name,Office_contact,personal_contact,Registrar_name,Autonomy_status
"Swargeeya Sanjibhai Rupjibhai Memorial Trust  S.S.R. College of Pharmacy, Silvassa ",Rural,"At Post Saily,  Dadra Nagar Haveli  Silvassa , 396230",Silvassa,396230,www.ssrpharmacy.edu.in,principalssrcp@gmail.com,Dr. Sanjeev Acharya,2681105 Ext.- ,2681106 Ext.- ,Dr. Chirag Patel,Non-Autonomous
"Poona District Education  Association, Shankarrao Ursal College of Pharmaceutical Sciences & Research Centre, Kharadi, Tal: Haveli",Urban,"Survey No. 15/2A/1/1 Near Zensar I.T. Towar, Kharadi Taluka Haveli, Dist.Pune 411044",Pune,411014,www.pdeasucopsrcpharma.com,sucopsrc_2009@yahoo.co.in,Dr.Ashok Bhosale,27011106 Ext.- ,26991913 Ext.- ,Gund Chandrashekhar V.,Non-Autonomous
"Genba Education Trust, Genba Sopanrao Moze College of Pharmacy, Wagholi",Rural,"Gat No. 2181, Wagholi, Taluka Haveli Dist. Pune 412207",Pune,412207,www.gsmcop.in,gsmcop@rediffmail.com,Prof. Dr. Rajesh Oswal,27050994 Ext.- , Ext.- ,Mr. Changdeo Masal,Non-Autonomous
"Meruling Shikshan Sansthas  College of Pharmacy, Jawalwadi",Rural,"At Jawalwadi, Post Medha, Taluka Jaloli,  Dist. Satara ",Satara,415012,www.copmedha.com,copm515@rediffmail.com,Mr.Vikramsinh T. Deshmukh,285390 Ext.- ,285390 Ext.- ,Navale Nishant Ramesh,Non-Autonomous
"Jayawantrao Sawant College of Pharmacy & Research, Hadapsar, Pune",Urban,"S.No. 58, Indrayani Nagar/ Satav Nagar, (Near Ganga Village), Handewadi Road, JSPM Campus,  Hadapsar,  Pune-411028  Pune , 411028",Pune,411028,www.jspm.edu.in,jspm_jscopr@rediffmail.com,DR.V.V.Potnis,26970565 Ext.- ,98819958 Ext.- ,Kaulage P.N.,Non-Autonomous
"Kasturi Shikshan Sansthas College of Pharmacy, Shikrapur",Rural,"Gut No. 87, Post: Shikrapur Tal : Shirur   Dist : Pune 411001",Pune,412208,www.ksscop.org,kasturibpharm@gmail.com,Dr. Sandip Sharad Kshirsagar,7304705151 Ext.- ,7304705151 Ext.- ,Dr. Sandip Kshirsagar,Non-Autonomous
"Abhinav Education Society,  College of Pharmacy, Haveli, Pune",Rural,"S. No. 23/3  A/?P Narhe, Tal-Haveli  Pune , 411043",Pune,411041,www.abhinavpharmacycollege.org,abhinav_bpharm@yahoo.co.in,Prin. R.D.Patankar, Ext.- , Ext.- ,Mr.Bankar Prashant,Non-Autonomous
"Rajamata Jijau Shiksan Prasark Mandal College of Pharmacy, Dudul Gaon, Pune",Urban,"Gat No.101-102, Moshi Alandi Rd., Dudul Gaon Pune , 412105",Pune,412105,www.rjspmpharmacy.com,rjspmcop123@gmail.com,Dr. Ramesh Ganpati Katedeshukh,20280280 Ext.- , Ext.- ,Mr. Satish Gaikwad,Non-Autonomous
"SVPM'S College of Pharmacy, Malegaon(BK) Baramati,  Pune",Rural,"A/P Malegaon, B.K.,  Tal.: Baramati  Pune , 413115",Pune,413115,www.pharmacy.svpm.org.in,copmalegaon@gmail.com,Dr.R.B.Jadhav,254447 Ext.- ,253910 Ext.- ,Shri K H Phadtare,Non-Autonomous
"Sinhgad Technical Education Society's Sinhgad Institute of Pharmaceutical Sciences , Lonavala",Rural,"S.No. 309/310, Kusgaon (Bk.), Off. Mumbai-Pune Expressway, Lonavala, Tal- Maval, Dist - Pune - 410401",Pune,410401,www.sinhgad.edu,sips@sinhgad.edu,Dr. M. P. Mahajan,673324 Ext.- ,673322 Ext.- ,Mr. Somnath B. Nalawade,Non-Autonomous
"Shri Chatrapati Sambhaji Shikshan Sanstha's  Sitabai Thite College of Pharmarcy, Shirur, (Ghodnadi). Pune",Rural,"Behind Hudco  Colony, Shirur, (Ghodnadi) Dist. Pune ",Pune,412210,www.stcopshirur.com,stcoppoly@gmail.com,Dr. Shah Amol Shashikant,222680 Ext.- ,222680 Ext.- ,Mrs.Pingale S.S,Non-Autonomous
"All India Shri Shivaji Memorial Society's College of Pharmacy, Pune",Rural,"Kennedy Road, Near R.T.O. Office, Pune 411001",Pune,411001,www.aissmscop.com,contact@aicoep.org,Dr.Mrs. A.R.Madgulkar,26058204 Ext.- 31,26058208 Ext.- 00,P.N. Bhosale,Non-Autonomous
"Dr. D.Y. Patil Institute of Pharmaceutical Science & Research, Pimpri, Pune",Urban,"Dr. D.Y.Patil Education Complex, Opp H A Factory,Pimpri,  Pune  411018",Pune,411018,www.pharmacy.dypvp.edu.in,info.pharmacy@dypvp.edu.in,Dr. Sohan Satyanarayan Chitlange,27420261 Ext.- ,27421549 Ext.- ,Mr. Sandeep D. Salunkhe,Non-Autonomous
"Maharashtra Cosmopolitan Education Society's Allana College of Pharmacy,Pune",Urban,"2390, B-K-B Hidayatullah Road, Azam Campus, Pune  411001",Pune,411001,www.mcesociety.org,prin-acpharm@azamcampus.org,Dr.(Mrs) kiran S. Bhise,26442074 Ext.- ,32342074 Ext.- ,Aslam Shaikh ,Non-Autonomous
"Dr. D.Y. Patil College of Pharmacy , Akurdi, Pune",Urban,"Dr.D.Y.Patil Education Complex, Sector No. 29, Pradhikaran, Akurdi, Pune 411044",Pune,411044,www.dyppharmaakurdi.ac.in,info@dyppharmaakurdi.ac.in,DR. N. S. VYAWAHARE,27656141 Ext.- ,27641680 Ext.- ,Mr. Rajendra Pol,Non-Autonomous
"Progressive Education Society's Modern College of Pharmacy, Nigdi, Pune",Urban,"Sector 21, Yamuna Nagar, Nigdi, Pune  411044",Pune,411044,www.mcop.org.in,mcopnigdi44@gmail.com,Dr. Pravin D. Chaudhari,27661314 Ext.- 201,9011070913 Ext.- ,S.M. Dalvi,Non-Autonomous
"Poona District Education  Association's  Seth Govind Raghunath Sable College of Pharmacy , Saswad, Pune",Rural,"A/P. Saswad, Tal. - Purandar, Pune , 412301",Pune,412301,www.pdeasgrspharma.org,sgrs_contact@yahoo.co.in,Dr. Patil Ravindra Yashwantrao ,222212 Ext.- ,224192 Ext.- ,Mr Amol Kale,Non-Autonomous
"Shri Chatrapati Sambhaji Shikshan Sanstha's  Sitabai Thite College of Pharmarcy, Shirur, (Ghodnadi). Pune",Rural,"Behind Hudco  Colony, Shirur, (Ghodnadi) Dist. Pune ",Pune,412210,www.stcopshirur.com,dgbaheti@yahoo.com,Dr. Dwarkadas G. Baheti,222680 Ext.- ,222680 Ext.- ,Mr. Bande S. P ,Non-Autonomous
"Marathwada Mitra Mandal's College of Pharmacy,Thergaon( Kalewadi) ,Pune",Urban,"Survey No. 4/17, Sector No.34, PCNTDA , Off Kalewadi Phata-Pimpri Road,  Near M.M. School,Thergaon( Kalewadi),Pune  411033",Pune,411033,www.mmcop.edu.in,mmcopharm@yahoo.co.in, Dr. Manohar J. Patil,8446060841 Ext.- ,8446060841 Ext.- ,Mr. Mukesh P. Ratnaparkhi,Non-Autonomous
"Shree Gajanan Maharaj Shikshan Prasarak Mandal Sharadchandra Pawar College of Pharmacy, At Dumbaarwadi (Otur) ",Rural,At Dumbaarwadi (Otur) Post Khamundi Tal -Junner Dist. Pune,Pune,412409,www.spcop.in,gydama2008@gmail.com,Dr. Dama Ganesh Yogiraj,265732 Ext.- ,265732 Ext.- ,Paliwal Sushil Bhagirath,Non-Autonomous
"Rameshwar Maulee Pratishthan's Bhalchandra College of Pharmacy, Gorhe (KD), Pune",Urban,"Shikago Hills, Pune-Panshet Road, Gorhe(kd),  Pune  411042",Pune,411025,www.rmpinstitute.org,g.swami2009@gmail.com,MRS KALYANKAR RAJLAXMI RAJENDRA,24389938 Ext.- 020,24251777 Ext.- ,VIBHUTE RAMAKANT PANDHARINATH,Non-Autonomous
"Sinhgad Institute of Pharmacy, Narhe(Ambegaon), Pune",Rural,"S. No. 49/2, 53/2,off westerly Pune- Mumbai expressway Narhe (Ambegaon), Pune",Pune,411041,www.sinhgad.edu,principal.siop@sinhgad.edu,Dr. K.G. Bothara,66831802 Ext.- ,66831801 Ext.- ,Mr.M.S.Gurav,Non-Autonomous
"Rajarshi Shahu College of Pharmacy & Research, Tathawade, Pune",Urban,"Pune Mumbai Bypass Highway{Dehu road-Katraj Road}  Wakad phata, Tathawade, Pune",Pune,411033,www.jspm.edu.in,krkhandelwal@gmail.com,Dr. K. R. Khandelwal,8237076935 Ext.- ,8237076936 Ext.- ,Halgekar Kanchan Chandrakant,Non-Autonomous
"Sinhgad Technical Education Society, Smt.  Kashibai Navale College of Pharmacy, Kondhwa,(Bk.), Pune",Urban,"Kondhwa Saswad Road, Kondhwa (Bk.), Pune",Pune,411048,www.sinhgad.edu,principal.skncop@sinhgad.edu,Dr. S. D. Sawant,26931322 Ext.- , Ext.- ,Shri. S N. Kate,Non-Autonomous
"Vishal Institute of Pharmaceutical Education & Research, Ale, (Alephata), Dist. Pune",Rural,"At. Po. Ale, (Alephata), Tal. Junnar, Dist. Pune ",Pune,412411,www.viperale.com,vjsm.principal@gmail.com,DR SURESH LAXMAN JADHAV,262521 Ext.- ,262721 Ext.- ,DUMBRE JITENDRA JAYSING,Non-Autonomous
"Saibalaji Education Society, International Institute of Management & Human Resource Development(W), Nere Marunje, Pune",Rural,"Survey No.54, Nere Marunje, Near Hinjewadi Infotech park, Pune. Pune , 411033",Pune,411033,www.iimhrd.edu.in,girish.chavan1485@gmail.com,DR. ANAND A.DESHMUKH,66547550 Ext.- 020,66547550 Ext.- 020,Prof Girish S Chavan,Non-Autonomous
"Progressive Education Society's Modern College of Pharmacy( for Women), Moshi.(Tal.Haveli)",Urban,"Boradewadi, Dehu Alandi Road, At Post - Mashi Tal - Haveli, Dist- Pune",Pune,412105,www.mcpledu.org,pharmoshiwomen@yahoo.com,Prof. Dr. S.N.Dhole,7276078868 Ext.- ,25139177 Ext.- ,Nishant Kadam,Non-Autonomous
"Charak College of Pharmacy & Research, Wagholi, Pune",Rural,"Gat No.720/1 & 2, Wagholi, Tal. Haveli, Dist. Pune 412207",Pune,412207,www.jspm.edu.in,jspm_pharmacy@rediffmail.com,Dr. Sagar B. Wankhede,67335103 Ext.- ,67335103 Ext.- 100,Varsha Pawar,Non-Autonomous
"Shri Balasaheb Mane Shikshan Prasarak Mandal's Ashokrao Mane College of Pharmacy,Peth Vadgaon, Kolhapur",Rural,"Peth Vadgaon,Tal.Hatkangale,Dist. Kolhapur",Kolhapur,416112,www.amcoph.org,copbpharm@gmail.com,Dr. S. S. Patil,2471360 Ext.- , Ext.- ,Shri. P. B. Patil,Non-Autonomous
"Sinhgad College of Pharmacy, Vadgaon, Pune",Urban,"S.No.44/1, Vadgaon(Budruk),  Off.Sinhgad Road, Pune ",Pune,411041,www.sinhgad.edu,scop@sinhgad.edu,Dr. K. N. Gujar ,24354720 Ext.- 718,24354720 Ext.- ,Rahul Sharadchandra Rokade,Non-Autonomous
"Chanakya Education. Soceity's, Indira College of Pharmacy, Tathawade, Pune",Urban,""" Niramaya"", 89/2- A New Pune Mumbai highway , Near Wakad Police chowki , Tathawade ,   Pune ",Pune,411033,www.indiraicp.edu.in,ajoshi@indiraedu.com,Dr. Mrs. Anagha M. Joshi,66759400 Ext.- 601,66759601 Ext.- ,NA,Non-Autonomous
"Shri Pandurang Pratishtan, Karmayogi Engineering College, Shelve, Pandharpur
",Rural,"G. No. 125, 124, A/P Shelve, Tal. Pandharpur. Dist. Solapur",Solapur,413304,www.karmayogiengg.com,kecmailbox@rediffmail.com,Dr. S.P. Patil,250301 Ext.- 310,250310 Ext.- 310,WALAKE G.D.,Non-Autonomous
"Tatyasaheb Kore College of Pharmacy, Warananagar",Urban,Warananagar Tal:Panhala Dist. Kolhapur,Kolhapur,416113,www.tkcpwarana.ac.in/,principal@tkcpdwarana.org,Dr. John Intru Disouza,223501 Ext.- ,223501 Ext.- ,Mr. Sachin Kumar Bhosale,Non-Autonomous
"Rajgad Dnyanpeeth's Technical Campus,Dhangwadi, Bhor",Rural,"S.No. 237, Dhangwadi, Tal. Bhor. Dist.  Pune ",Pune,412205,www.rajgad.edu.in,scscoe@gmail.com,Prof.Dr. S. B. Patil,282556 Ext.- 656,282556 Ext.- ,Mr. Goraknath D. Jagtap,Non-Autonomous
"Alard  Charitable Trust's Alard College of Engineering and Management, Pune",Urban,"Sr. No. 50, Marunji, Tal-Mulshi, Nr. Rajiv Gandhi IT Park, Hinjewadi, Dist. Pune",Pune,411057,www.alardinstitutes.com,info@alardinstitutes.com,Dr. K. D. Sapate,66523702 Ext.- 01,66523700 Ext.- 01,Mr.B.B.Chavan,Non-Autonomous
"K.J.'s Educational Institute's K.J.College of Engineering & Management Research, Pisoli",Rural,"Survey No. 25/27, Post Yevalewadi, Village Pisoli, Near Bopdev Ghat, Near Hotel Garwa, Tal. Haveli. Dist. Pune",Pune,411048,www.kjei.edu.in,principalkjcoemr@gmail.com,Prof. Dr. Suhas S. Khot,26934417 Ext.- ,65789009 Ext.- ,SANDIP PRALHAD PANCHBHAI,Non-Autonomous
"Alard Charitable Trust's Alard College of Pharmacy, Marunje, Hinjewadi, Pune",Urban,"Survey.No.50, Marunji, Near Rajiv Gandhi Infotech Park, Hinjwadi, Pune ",Pune,411057,www.alardinstitutes.com,info@alardinstitutes.com,Dr. Sonia Singh,66523760 Ext.- , Ext.- ,Mr. Chavan Vitthal,Non-Autonomous
"Tatyasaheb Kore College of Pharmacy, Warananagar",Urban,Warananagar Tal:Panhala Dist. Kolhapur,Kolhapur,416113,www.tkcpdipwarana.org,0759principal@msbte.com,Dr. C. M. Jamkhandi,223815 Ext.- , Ext.- ,Mr. Sachin Kumar Bhosale,Non-Autonomous
"Shahajirao Patil Vikas Pratishthan, S.B.Patil College of Engineering, Vangali, Tal. Indapur",Rural,"Gut No. 58, Village Vangali, Tal. Indapur Dist. Pune",Pune,413106,www.spvp.edu.in,sbpcoeprincipal@gmail.com,Dr. Pravin D. Nemade,9970340139 Ext.- , Ext.- ,Mr. Gaikwad Dhiraj Tukaram,Non-Autonomous
"D. Y. Patil College of Engineering, Ambi, Talegaon, Maval",Rural,"A/P Ambi, Talegaon, Maval, Dist.Pune",Pune,410507,www.dyptc.com,ddypea@gmail.com,Dr. Abhay A. Pawar,306228 Ext.- 228,02114306 Ext.- 228,SHRI. Bhavanrao Gaikwad,Non-Autonomous
"Sharad Institute of Technology College of Engineering, Yadrav(Ichalkaranji)",Rural,"Gat No.525 & 473/A, Yadrav, Tal. Shirol, Dist: Kolhapur",Kolhapur,416121,www.sitcoe.ac.in,contact@sitcoe.org.in,Dr Sanjay Annaso Khot ,253000 Ext.- 16,253016 Ext.- ,Shinde D D,Non-Autonomous
"Jaywant College of Engineering & Management, Kille Macchindragad Tal. Walva",Rural,"GAT No 329/1, Kille Macchindragad, 
Tal. Walwa Dist. Sangli",Sangli,415302,www.sspmjcem.com,contact@sspmjcem.com,Mr.Deshmukh Monoj Janardan,266407 Ext.- ,8605480504 Ext.- ,Mr. Pramod Pawar,Non-Autonomous
"Abhinav Education society College of Engineering and Technology (Diploma), Wadwadi, Tal.  Khandala",Urban,"S.No 209,178,179,180 Wadwadi,Khandala Satara , 412801",Satara,412801,www.abhinavpolytechnic.org,abhinavpolytechnic@gmail.com,Mr. Prashant Jagannath Patil,286105 Ext.- , Ext.- ,Mr.Sanjay S Ambike,Non-Autonomous
"Shree Gajanan Maharaj Shikshan Prasarak Manda'l Sharadchandra Pawar College of Engineering, Dumbarwadi",Rural,"At Dumberwadi, Post Khamundi(Otur), Tal. Junnar Dist. Pune",Pune,410504,www.spcoe.in,principalspoce09@gmail.com,Dr. Govind Ukhandrao Kharat ,239202 Ext.- ,239203 Ext.- ,Benke Vishal Chandrakant,Non-Autonomous
"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune",Urban,"Vishnupuri Talegaon Station, Taluka Mavel, Dist. Pune",Pune,410507,www.nmiet.edu.in,nmiettalegaon@gmail.com,Dr. Lalitkumar Wadhava,231666 Ext.- 200,231888 Ext.- 200,Vijay Shirke,Non-Autonomous
"Vidya Vikas Pratishthan Institute of Engineering and Technology, Solapur",Urban,"72/2 B, Pratap Nagar, Soregaon-Dongaon Road, Solapur",Solapur,413008,www.vvpengineering.org,vvpiet@rediffmail.com,Dr. Shailesh V. Deshpande,6452555 Ext.- 0217,6054555 Ext.- 0217,Mr. M. B. Patil,Non-Autonomous
"Abhinav Education Society's College of Engineering and Technology (Degree), Wadwadi",Urban,"S. No 209, At Post - Wadwadi, Tal - Khandala, Dist - Satara",Satara,412801,www.abhinavengg.org,abhinavengineering@yahoo.com,Dr.Pradhan Milind Suresh.,286109 Ext.- ,286109 Ext.- ,Mrs.Yadhav Sunita A.,Non-Autonomous
"Shanti Education Society, A.G. Patil Institute of Technology, Soregaon, Solapur(North)",Urban,"18(2 A/2) Pratap Nagar , Bijapur Road, Solapur",Solapur,413008,www.agpit.edu.in,contact@agpit.edu.in,Dr. Sunil A. Patil,2342499 Ext.- ,2343099 Ext.- , G N Kulkarni,Non-Autonomous
"Jayawant Shikshan Prasarak Mandal, Bhivarabai Sawant Institute of Technology & Research, Wagholi",Urban,"Gut No. 720/1 & 2, Pune Nagar Road, Wagholi, Tal. Hawali Dist. Pune",Pune,412207,www.bsiotr.org,pricipalbsiotr@gmail.com,Dr. Nagaraj Kalyanappa Timalapur,67335108 Ext.- 251,67335108 Ext.- 251,Mr. Anuse Pritam Mahadev ,Non-Autonomous
"Dhole Patil Education Society, Dhole Patil College of Engineering, Wagholi, Tal. Haveli",Rural,"1284, Ubale Nagar, Wagholi, Taluka Haveli Dist. Pune ",Pune,412207,www.dpcoe.com,dpcoepune@gmail.com,Prof.Dr.Nihar Shripad Walimbe,66059900 Ext.- 203,66059900 Ext.- 203,Pankaj P. Amrutkar,Non-Autonomous
"Loknete Hanumantrao Charitable Trust's Adarsh Institute of Technology and Research Centre, Vita,Sangli",Rural,"Post Khamla(Bha.), Vita, Gat No.421,Tal- Khanapur Dist . Sangli",Sangli,415311,www.agiv.edu.in,aitrc@agiv.edu.in,Dr.V.K.Naik,229021 Ext.- ,229021 Ext.- ,Mr. A. D. Chavan,Non-Autonomous
"Dr. Ashok Gujar Technical Institute's  Dr. Daulatrao Aher College of Engineering, Karad",Rural,"Vidyanagar Extn. At Post Banawadi, Taluka - Karad Dist.  Satara",Satara,415124,www.dacoe.ac.in,principal@dacoe.ac.in,Dr. Anwar M. Mulla,272701 Ext.- 203, Ext.- ,Ashok Prakash Adsule,Non-Autonomous
"Gourishankar Educational & Charitable Trust's Satara College of Engineering & Management, Limb, Satara",Rural,"Survey No.989,/A-1,  & 990/ At. Posty. Limb Taluka & District : Satara",Satara,415015,www.gourishankarengineering.org,scoem_sat@yahoo.com,Dr. Mrs. Kulkarni R P,268754 Ext.- 02162,268754 Ext.- 02162,Nirmal Pawar,Non-Autonomous
"Zeal Education Society's Zeal College of Engineering & Reserch, Narhe, Pune",Urban,"Survey No.39, Narhe-Dhayari Road, Narhe Pune-411 041",Pune,411041,www.zcoer.in,zcoer@zealeducation.com,Dr. Ajit Madhukar Kate,67206000 Ext.- 106, Ext.- ,Mr. Ashok Vishnu Jadhav,Non-Autonomous
"Kai Amdar  Bramhadevdada Mane Shikshan & Samajik Prathistan's Bramhadevdada Mane Institute of Technology, Solapur",Rural,"Gat No.137, Solapur-Manglwedha-Kolhapur Highway,Taluka: North Solapur, Belati  Solapur",Solapur,413002,www.bmitsolapur.org,bmit@bmssp.org,Dr  Mohanlal Motitlal Mulkutkar,2283842 Ext.- 0217,2283822 Ext.- 0217,Mr Anand Siddharam Uppin,Non-Autonomous
"B.R.A.C.T's Vishwakarma Institute of Information Technology, Kondhwa (Bk.), Pune",Urban,Survey No.2/3/4 Kondhwa (Bk.) Pune,Pune,411048,www.viit.ac.in,director@viit.ac.in,Dr. Vivek S. Deshpande,26950200 Ext.- 201,26950201 Ext.- ,Mr. Mahesh S. Kurulekar ,Autonomous
"S.D.N.C.R.E.S'S.Late Narayandas Bhawandas Chhabada Institute of Engineering & Technology, Satara",Rural,"Survey No. 259 At Post. Raigoan Taluka. Javali, District : Satara",Satara,415020,www.sdncedu.com,info@sdncedu.com,Dr. Joshi Sameer Dilip ,200200 Ext.- , Ext.- ,Mr. Manoj Raghunath Dhane,Non-Autonomous
"Holy-Wood Academy's Sanjeevan Engineering and Technology Institute, Panhala",Rural,"Sanjeevan Knowladge City, Somwarpeth (Injole), Panhala, Tal. Panhala. Dist. Kolhapur",Kolhapur,416201,www.seti.edu.in,office@seti.edu.in,Dr. Mohan B.Vanarotti ,2686600 Ext.- 21,2686601 Ext.- ,Shri. B. V. Kumbhar,Non-Autonomous
"Bharati Vidyapeeth's College of Engineering, Kolhapur",Rural,"Near Chitranagari, Kolhapur",Kolhapur,416013,www.coekolhapur.bharatividyapeeth.edu,coekolhapur@bharatividyapeeth.edu,Dr. Vijay Ghorpade,2638894 Ext.- 0231,2639986 Ext.- 0231,Mr. Kadam R. L.,Non-Autonomous
"Vidya Pratishthan's Kamalnayan Bajaj Institute of Engineering & Technology, Baramati Dist.Pune",Rural," Vidyanagari, Bhigwan Road, Baramati Dist. Pune ",Pune,413133,www.vpkbiet.org,principal.vpkbiet@vidyapratishthan.com,Dr. R.S. Bichkar,239503 Ext.- 503,239500 Ext.- 500,Mr. Satish H. Taware,Non-Autonomous
"Annasaheb Dange College of Engineering and Technology, Ashta, Sangli",Rural,At  Post : Ashta. Tal- Walwa Dist. Sangli ,Sangli,416301,www.adcet.in,profrak@rediffmail.com,Dr. L.Y.Waghmode,241107 Ext.- ,241115 Ext.- ,Prof. S. B. Hivarekar,Autonomous
"All India Shri Shivaji Memorial Society's Institute of Information Technology,Pune",Urban,"Kennedy Road, Near RTO, Pune",Pune,411001,www.aissmsioit.org,aissmsioit@hotmail.com,Dr. Pradeep B. Mane,26057636 Ext.- 001, Ext.- ,Ajay Jagannath Mate,Non-Autonomous
"Modern Education Society's College of Engineering, Pune",Urban,"Wadia College Campus 19, Late Prin. V. K. Jog Path, Pune",Pune,411001,www.mescoepune.org,principal@mescoepune.org,Dr. A. A. Keste,26163831 Ext.- 2020,26169730 Ext.- ,Mr S.S.Ingole,Non-Autonomous
"MKSSS's Cummins College of Engineering for Women, Karvenagar,Pune",Urban,"Karvenagar, Pune",Pune,411052,www.cumminscollege.org,administrator@cumminscollege.org,Dr. Madhuri Khambete,25311000 Ext.- 100,25311100 Ext.- 100,Smt. Revati Gore,Autonomous
"Shivnagar Vidya Prasarak Mandal's College of Engineering, Malegaon-Baramati",Rural,"Malegaon BK, Tal: Baramati Dist. Pune",Pune,413115,www.engg.svpm.org.in,coembk.office@gmail.com,Dr. Mukane Shailendrakumar Mahadeo,255113 Ext.- ,255113 Ext.- ,Phalke Rajaram Babasaheb,Non-Autonomous
"Dr. J. J. Magdum  Charitable Trust's Dr. J.J. Magdum College of Engineering, Jaysingpur",Rural,"Gat no. 314/330, Shirol wadi road, Jaisingpur Dist. Kolhapur",Kolhapur,416101,www.jjmcoe.ac.in,principal@jjmcoe.ac.in,Dr. Sanjay Hari Sawant,221123 Ext.- 113,221828 Ext.- ,Shri S.B. Kolekar,Non-Autonomous
"Bharati Vidyapeeth's College of Engineering for Women, Katraj, Dhankawadi, Pune",Urban,"Katraj,Dhankawadi campus, Pune-Satara Road, Pune ",Pune,411043,coewpune.bharatividyapeeth.edu,coewpune@bharatividyapeeth.edu,Dr. SANDIP RAOSAHEB PATIL,24371684 Ext.- 201,24371684 Ext.- 201,Mr. Sathe Ashok Tukaram,Non-Autonomous
"Dr. D. Y. Patil Pratishthan's D.Y.Patil College of Engineering Akurdi, Pune",Urban,"Sector-29,Nigdi Pradhikaran, Akurdi, Pune",Pune,411044,www.dypcoeakurdi.ac.in,principal@dypcoeakurdi.ac.in,Dr. Vijay M. Wadhai,27653054 Ext.- 111,27653058 Ext.- 111,Dr. N. S. Jain,Non-Autonomous
"All India Shri Shivaji Memorial Society's College of Engineering, Pune",Urban,"Kennedy Road, Near R.T.O., Pune",Pune,411001,www.aissmscoe.com,contact@aissmscoe.com,Dr Dattatraya Shankar Bormane,26058587 Ext.- 1001,26059562 Ext.- ,Mr A B Bhonsle,Non-Autonomous
"Pune Institute of Computer Technology, Dhankavdi, Pune",Urban,"Sr.No. 27, Pune -Satara Road,Dhankavdi, Pune ",Pune,411043,www.pict.edu,principal@pict.edu,Dr. P. T. Kulkarni,24371101 Ext.- 101,24371101 Ext.- ,Mr. M. G. Kshatriya,Non-Autonomous
"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Satara",Urban,"Rayat Shikshan Sanstha's Karmaveer Bhaurao Patil College of Engineering, Near Circuit House, Sadar Bazar, Camp-Satara",Satara,415001,www.kbpcoes.edu.in,registrar@kbpcoes.edu.in,Dr. Attar Abdul Chand,230636 Ext.- 251,233005 Ext.- 251,Mr. Ganesh Kisan Suravase,Non-Autonomous
"Tatyasaheb Kore Institute of Engineering and Technology, Warananagar",Rural,"At & Post - Warananagar Taluka : Panhala Kolhapur , 416113",Kolhapur,416113,www.tkietwarana.ac.in,principal@tkietwarana.ac.in,Dr. Sunil V. Anekar,224012 Ext.- 103,224012 Ext.- 103,Mr. D. S. Thombare,Non-Autonomous
"Pune Vidyarthi Griha's College of Engineering and Technology,  Pune",Urban,"44, Vidyanagari, Parvati, Shivdarshan Chowk, Near Muktangan English School, Pune",Pune,411009,www.pvgcoet.ac.in,info@pvgcoet.ac.in,PROF. R. G. KADUSKAR,24228258 Ext.- 447,24211514 Ext.- ,HADAP MEENA PRASAD,Non-Autonomous
"Bansilal Ramnath Agarawal Charitable Trust's Vishwakarma Institute of Technology, Bibwewadi, Pune",Urban,"666, Upper Indira Nagar, Bibwewadi, Pune",Pune,411037,www.vit.edu,registrar@vit.edu,Prof. (Dr.) Rajesh M. Jalnekar,24283001 Ext.- 221,24202221 Ext.- 221,Prof. Mukund M. Kulkarni,Autonomous
"Shetkari Shikshan Mandal's Pad. Vasnatraodada Patil Institute of Technology, Budhgaon,(Diploma) Sangli",Rural,"PVPIT), Budhgaon, Tasgaon Rd., Tal : Miraj ",Sangli,416304,www.pvpitsangli.edu.in,0045principal@msbte.com,Prof. B.B.Patil,2366317 Ext.- ,2366500 Ext.- ,Mr. Ashok Raghunath Kale,Non-Autonomous
